Name	number_unique_genes	number_multiple_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_missing_genes
Nitrosopumilales_archaeon_strain_NPMR_NP_theta_3_renamed	84	8	30	PF01092.14,PF01000.21,PF00368.13,PF01269.12,PF00466.15,PF01015.13,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF00900.15,PF01090.14,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00389,TIGR01012,TIGR03677,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR01077,TIGR01213,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00134,TIGR00491,TIGR00658,TIGR03680,TIGR00279,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR02389,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01655.13,PF13685.1,PF02978.14,PF02006.11,PF01496.14,TIGR00293,TIGR01052,TIGR00324	PF01868.11,PF01282.14,PF00827.12,PF04919.7,PF01864.12,PF01990.12,PF04019.7,PF13656.1,TIGR03627,TIGR00490,TIGR03636,TIGR03722,TIGR00111,TIGR03684,TIGR01080,TIGR00501,TIGR00270,TIGR00521,TIGR02390,TIGR00471,TIGR00336,TIGR00323,TIGR02236,TIGR03683,TIGR00392,TIGR00422,TIGR00442,TIGR03670,TIGR00463,TIGR03673
Nitrosopumilales_archaeon_strain_NPMR_NP_delta_2_renamed	75	3	44	PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF01015.13,PF13685.1,PF02978.14,PF04104.9,PF07541.7,PF00900.15,PF02006.11,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR01213,TIGR01080,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02651,TIGR03674,TIGR00323,TIGR00658,TIGR03680,TIGR00422,TIGR00279,TIGR00442,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR00425,TIGR00405,TIGR03665	TIGR00458,TIGR01052,TIGR00324	PF01868.11,PF01282.14,PF00827.12,PF01269.12,PF00466.15,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01864.12,PF01990.12,PF04019.7,PF01090.14,PF01157.13,PF00687.16,PF03874.11,TIGR03627,TIGR00490,TIGR03636,TIGR03722,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR00501,TIGR00729,TIGR00270,TIGR02153,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00392,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR01018,TIGR03653,TIGR02389,TIGR03673,TIGR01008,TIGR00283,TIGR00448
Thaumarchaeota_archaeon_UBA160_renamed	76	3	43	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF01000.21,PF00827.12,PF01015.13,PF13685.1,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF01157.13,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF13656.1,PF01280.15,TIGR00468,TIGR01020,TIGR02258,TIGR00293,TIGR00490,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01080,TIGR00501,TIGR01038,TIGR00270,TIGR03628,TIGR03671,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR03674,TIGR00323,TIGR03683,TIGR00491,TIGR00392,TIGR00422,TIGR00279,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00408,TIGR00264,TIGR01046,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00448	PF01269.12,TIGR02651,TIGR00658	PF00368.13,PF00466.15,PF02978.14,PF04104.9,PF01864.12,PF02006.11,PF01191.14,PF00687.16,PF01194.12,PF01200.13,TIGR01060,TIGR03627,TIGR00389,TIGR01012,TIGR03677,TIGR00670,TIGR03684,TIGR01213,TIGR00729,TIGR01028,TIGR00521,TIGR00240,TIGR02390,TIGR00336,TIGR00522,TIGR02153,TIGR00134,TIGR02236,TIGR03680,TIGR01052,TIGR00549,TIGR00432,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR00463,TIGR02389,TIGR03673,TIGR00405,TIGR03665
Nitrosoarchaeum-Baikal-G1-C1_renamed	104	4	14	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF01984.15,TIGR00458,TIGR00324	PF01282.14,PF01864.12,PF01496.14,TIGR03627,TIGR02258,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
AAA799-O18_renamed	60	1	61	PF01655.13,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF13685.1,PF02978.14,PF04919.7,PF00410.14,PF01798.13,PF00900.15,PF01157.13,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01280.15,TIGR01020,TIGR02258,TIGR00293,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR01025,TIGR00522,TIGR02651,TIGR02236,TIGR03683,TIGR00658,TIGR00392,TIGR00279,TIGR01052,TIGR00308,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01309,TIGR00307,TIGR01008,TIGR00425,TIGR00405,TIGR03665	TIGR00324	PF01868.11,PF01282.14,PF01092.14,PF01015.13,PF01984.15,PF04104.9,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF01090.14,PF02006.11,PF01191.14,PF00687.16,PF01194.12,PF01200.13,PF13656.1,TIGR00468,TIGR01060,TIGR03627,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR03629,TIGR00021,TIGR03672,TIGR03684,TIGR00270,TIGR00521,TIGR00037,TIGR02076,TIGR00335,TIGR00471,TIGR00336,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR00491,TIGR03680,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR01018,TIGR00936,TIGR00463,TIGR03653,TIGR00042,TIGR02389,TIGR03673,TIGR00373,TIGR00283,TIGR00448
Thaumarchaeota_archaeon_SCGC_AAA007-O23_renamed	102	6	14	PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF04019.7,PF01496.14,TIGR00458,TIGR00324	PF01868.11,PF01282.14,PF01864.12,PF01866.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR00392,TIGR02389,TIGR03673
Nitrosopelagicus_brevis_strain_CN25_renamed	108	4	10	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03722,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03629,TIGR03672,TIGR03684,TIGR00270,TIGR02389,TIGR03673
Nitrosopumilales_archaeon_strain_NPMR_NP_theta_2_renamed	94	7	21	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,TIGR00468,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00308,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF01496.14,PF01280.15,TIGR00458,TIGR00134,TIGR00324	PF01282.14,PF00827.12,PF01864.12,PF13656.1,TIGR01060,TIGR03627,TIGR03636,TIGR03722,TIGR00111,TIGR03684,TIGR00270,TIGR03628,TIGR00037,TIGR00323,TIGR00442,TIGR00398,TIGR00936,TIGR00463,TIGR01309,TIGR02389,TIGR03673
Nitrosopumilus_salaria_BD31_renamed	95	4	23	PF01868.11,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR00458,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR02076,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR00491,TIGR00658,TIGR00392,TIGR00422,TIGR00279,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR03665,TIGR00448	PF13685.1,TIGR00468,TIGR01052,TIGR00324	PF01282.14,PF01655.13,PF00466.15,PF04104.9,PF01864.12,PF00687.16,PF01280.15,TIGR03627,TIGR00389,TIGR03636,TIGR03722,TIGR00291,TIGR03629,TIGR03684,TIGR00270,TIGR00037,TIGR00335,TIGR03683,TIGR03680,TIGR03653,TIGR02389,TIGR03673,TIGR00405
Nitrosopumilales_archaeon_isolate_NPMR_NP_iota_1	104	6	12	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03670,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF13685.1,PF01984.15,PF01990.12,PF01496.14,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR03626,TIGR00337,TIGR02389,TIGR03673
Thaumarchaeota_CSP1-1	108	4	10	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR02389,TIGR03673
Thaumarchaeota_archaeon_isolate_MTA5_renamed	91	3	28	PF01868.11,PF01655.13,PF01000.21,PF00368.13,PF01269.12,PF00466.15,PF01015.13,PF13685.1,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR02076,TIGR00335,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR00134,TIGR02236,TIGR00491,TIGR00658,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR01309,TIGR03653,TIGR00042,TIGR02389,TIGR00283,TIGR00405,TIGR03665,TIGR00448	PF00827.12,PF01496.14,TIGR00324	PF01282.14,PF01092.14,PF01864.12,PF01191.14,PF01866.12,TIGR03627,TIGR03636,TIGR03629,TIGR03672,TIGR03684,TIGR00729,TIGR01038,TIGR00270,TIGR00037,TIGR01025,TIGR00336,TIGR03674,TIGR00323,TIGR03683,TIGR03680,TIGR00392,TIGR03626,TIGR00463,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00425
Candidatus_Nitrosopumilus_sp_MTA1_renamed	105	6	11	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,PF01990.12,PF01496.14,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
Nitrosopumilus_sp_Nsub_renamed	107	4	11	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR03672,TIGR00111,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00392,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR01952,TIGR03626,TIGR03670,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF01269.12,PF13685.1,TIGR00458,TIGR00324	PF01282.14,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03684,TIGR00270,TIGR03653,TIGR02389,TIGR03673
Nitrosopumilus_sp_DDS1_renamed	93	6	23	PF01868.11,PF01655.13,PF01092.14,PF01000.21,PF00827.12,PF00466.15,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF00410.14,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR00468,TIGR01060,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR00021,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR03628,TIGR01028,TIGR00521,TIGR00240,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR00658,TIGR00279,TIGR01052,TIGR00442,TIGR00398,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR03626,TIGR00337,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR00042,TIGR02389,TIGR00307,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448	PF00368.13,PF01269.12,PF13685.1,PF01496.14,TIGR00324,TIGR01952	PF01282.14,PF04104.9,PF01864.12,TIGR03627,TIGR03636,TIGR03722,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR00270,TIGR03671,TIGR02390,TIGR03683,TIGR00491,TIGR03680,TIGR00392,TIGR00422,TIGR00308,TIGR00982,TIGR03670,TIGR03653,TIGR03673
